date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease,anthing
8/1/2020,VI,8,,0,,,,,0,,,8868,93,,,,,,421,,15,0,,,,,,341,,0,9289,108,,,,,9346,153,,0,
8/1/2020,VT,57,57,0,,,,16,0,,,92017,940,,,,,,1421,1421,5,0,,,,,,1231,,0,120143,1469,,,,,93438,945,120143,1469,
8/1/2020,WA,1564,1564,0,,5568,5568,532,0,,,,0,,,,,56,59947,59771,751,0,,,,,,,1105298,8996,1105298,8996,,,,,973654,0,,0,
8/1/2020,WI,954,947,13,7,4681,4681,337,44,904,110,895945,13796,,,,,,58058,54002,1124,0,,,,,,43284,1265723,18715,1265723,18715,,,,,949947,14858,,0,
8/1/2020,WV,116,,0,,,,108,0,,39,,0,,,,,18,6735,6595,93,0,,,,,,4858,,0,282500,5488,14292,,,,,0,282500,5488,
8/1/2020,WY,26,,0,,167,167,18,1,,,50573,0,,,79354,,,2769,2297,43,0,,,,,2533,2153,,0,81887,220,,,,,52827,0,81887,220,
7/1/2020,AK,14,14,0,,68,68,20,0,,,,0,,,,,2,982,,38,0,,,,,,528,,0,114400,2215,,,,,,0,114400,2215,
7/1/2020,AL,972,947,22,25,2803,2803,809,34,814,,374991,6384,,,,464,,38962,38442,917,0,,,,,,18866,,0,413433,7290,,,,,413433,7290,,0,
7/1/2020,AR,277,,7,,1448,1448,275,35,,,293661,3235,,,,224,72,21197,21197,420,0,,,,,,15163,,0,314858,3655,,,,,,0,314858,3655,
7/1/2020,AS,0,,0,,,,,0,,,696,0,,,,,,0,0,0,0,,,,,,,,0,696,0,,,,,,0,696,0,
7/1/2020,AZ,1720,1607,88,113,4837,4837,2876,101,,675,465504,12363,,,,,466,84092,83645,4877,0,,,,,,,,0,786501,26669,204412,,172836,,549149,17227,786501,26669,
7/1/2020,CA,6090,,110,,,,6612,0,,1859,,0,,,,,,236139,236139,7407,0,,,,,,,,0,4254176,87037,,,,,,0,4254176,87037,
7/1/2020,CO,1697,1362,7,335,5513,5513,262,24,,,300226,5438,98921,,,,,33029,30133,314,0,6940,,,,,,401617,7001,401617,7001,105861,,,,330359,5727,,0,
7/1/2020,CT,4324,3457,2,867,10268,10268,100,0,,,,0,,,461076,,,46572,44593,58,0,,,,,57711,8053,,0,520354,15034,,,,,,0,520354,15034,
7/1/2020,DC,553,,2,,,,119,0,,33,,0,,,,,26,10365,,38,0,,,,,,1451,100035,2740,100035,2740,,,,,77908,1796,,0,
7/1/2020,DE,509,451,0,58,,,68,0,,13,99874,467,,,,,,11510,10466,36,0,,,,,14450,6676,147835,4174,147835,4174,,,,,111384,503,,0,
7/1/2020,FL,3650,3650,46,,15125,15125,,246,,,1821357,28796,,226699,2172217,,,156434,,6545,0,,,9575,,203480,,2163496,41848,2163496,41848,,,236304,,1981915,35405,2380131,42966,
7/1/2020,GA,2827,,22,,11275,11275,1570,224,2357,,,0,,,,,,84237,84237,2946,0,8556,,,,76665,,,0,855625,21892,157971,,,,,0,855625,21892,
7/1/2020,GU,5,,0,,,,0,0,,,13517,461,,,,,,267,259,8,0,2,,,,,179,,0,13784,469,128,,,,,0,13411,370,
7/1/2020,HI,18,18,0,,113,113,,2,,,78141,1298,,,,,,917,,17,0,,,,,878,736,91692,1454,91692,1454,,,,,79058,1315,92225,1648,
7/1/2020,IA,717,,2,,,,149,0,,37,280339,5158,,30496,,,21,29451,29451,444,0,,,2315,,,23607,,0,309790,5602,,,32844,,310218,5610,,0,
7/1/2020,ID,92,72,1,20,330,330,75,8,116,18,84923,1372,,,,,,6117,5553,365,0,,,,,,4233,,0,90476,1713,,,,,90476,1713,,0,
7/1/2020,IL,7152,6951,28,201,,,1511,0,,384,,0,,,,,189,145066,144013,828,0,,,,,,,,0,1636055,33090,,,,,,0,1636055,33090,
7/1/2020,IN,2650,2456,10,194,7095,7095,668,30,1483,232,443764,5162,,,,,103,45952,,358,0,,,,,48446,,,0,628495,12042,,,,,489716,5520,628495,12042,
7/1/2020,KS,272,,2,,1152,1152,,0,367,,168183,5901,,,,152,,14990,,547,0,,,,,,,,0,183173,6448,,,,,182797,6449,,0,
7/1/2020,KY,572,568,7,4,2635,2635,427,14,1007,73,,0,,,,,,15842,15286,218,0,,,,,,4052,,0,376534,6134,34683,,,,,0,376534,6134,
7/1/2020,LA,3238,3130,17,108,,,799,0,,,691910,21494,,,,,84,60178,60178,2083,0,,,,,,43026,,0,752088,23577,,,,,,0,752088,23577,
7/1/2020,MA,8081,7902,27,179,11352,11352,760,15,,123,749292,10033,,,,,65,109143,103858,261,0,,,,,137915,93157,,0,1118078,14528,,,72752,,853150,10190,1118078,14528,
7/1/2020,MD,3205,3077,15,128,10902,10902,461,58,,154,474686,6390,,,,,,67918,67918,359,0,,,,,79129,5001,,0,656590,9571,,,,,542604,6749,656590,9571,
7/1/2020,ME,105,104,0,1,351,351,29,3,,8,,0,7149,,,,3,3294,2922,41,0,338,,,,3633,2671,,0,98230,2236,7496,,,,,0,98230,2236,
7/1/2020,MI,6198,5951,5,247,,,471,0,,179,,0,,,990770,,103,71089,64132,361,0,,,,,88219,51099,,0,1078989,16873,162911,,,,,0,1078989,16873,
7/1/2020,MN,1482,1445,6,37,4081,4081,260,27,1258,125,580391,11378,,,,,,36716,36716,413,0,,,,,,31947,617107,11791,617107,11791,,,,,,0,,0,
7/1/2020,MO,1017,,2,,,,592,0,,,367813,16357,,41961,399926,,75,21927,21927,376,0,,,1568,,23527,,,0,424214,0,,,43529,,389740,16733,424214,0,
7/1/2020,MP,2,,0,,,,,0,,,8187,0,,,,,,30,30,0,0,,,,,,19,,0,8217,0,,,,,,0,8217,0,
7/1/2020,MS,1082,1064,9,18,3177,3177,786,21,,160,265852,5553,,,,,85,27900,27710,653,0,,,,,,19388,,0,293752,6206,12038,,,,,0,293562,6016,
7/1/2020,MT,22,,0,,105,105,14,4,,,,0,,,,,,1016,,49,0,,,,,,658,,0,93330,2469,,,,,,0,93330,2469,
7/1/2020,NC,1373,1373,30,,,,901,0,,,,0,,,,,,66513,66513,1843,0,,,,,,,,0,895499,18461,,,,,,0,895499,18461,
7/1/2020,ND,89,,1,,234,234,20,3,,,103611,1065,4790,,,,,3611,3611,39,0,186,,,,,3210,180927,2459,180927,2459,4976,,,,104898,1108,184779,2505,
7/1/2020,NE,274,,5,,1330,1330,120,0,,,161431,2316,,,200223,,,19177,,135,0,,,,,23439,13737,,0,224300,3117,,,,,180826,2458,224300,3117,
7/1/2020,NH,373,,2,,565,565,32,0,162,,114505,1118,,,,,,5802,,20,0,,,,,,4491,,0,156642,3714,22605,,19483,,120307,1138,156642,3714,
7/1/2020,NJ,14987,13224,43,1763,20054,20054,1080,207,,217,1271009,20302,,,,,178,172936,171928,299,0,,,,,,,,0,1443945,20601,,,,,,0,1442937,20563,
7/1/2020,NM,500,,3,,1928,1928,127,26,,,,0,,,,,,12276,,129,0,,,,,,5514,,0,350060,5879,,,,,,0,350060,5879,
7/1/2020,NV,511,,4,,,,630,0,,142,264995,5883,,,,,74,19101,19101,645,0,,,,,,,361694,12485,361694,12485,,,,,282805,6827,331318,8374,
7/1/2020,NY,24866,,11,,,,879,0,,226,,0,,,,,139,394079,,625,0,,,,,,,3971648,56710,3971648,56710,,,,,,0,,0,
7/1/2020,OH,2876,2626,13,250,7911,7911,724,72,2008,244,,0,,,,,116,52865,49263,1076,0,,,,,57552,,,0,843895,18575,,,,,,0,843895,18575,
7/1/2020,OK,389,,2,,1553,1553,374,33,,159,332201,4361,,,332201,,,14112,14112,355,0,1171,,,,15387,10605,,0,346313,4716,34490,,,,,0,348350,4727,
7/1/2020,OR,207,,3,,1038,1038,149,13,,42,228978,2330,,,345317,,25,8656,,171,0,,,,,18385,2722,,0,363702,4039,,,,,237243,2474,363702,4039,
7/1/2020,PA,6649,,0,,,,632,0,,,689562,11981,,,,,111,87242,84751,636,0,,,,,,68048,943287,17068,943287,17068,,,,,774313,12602,,0,
7/1/2020,PR,153,59,0,94,,,121,0,,7,192686,0,,,191601,,3,1729,1729,36,0,5808,,,,2627,,,0,194415,36,,,,,,0,194324,0,
7/1/2020,RI,956,,6,,2007,2007,69,6,,11,139063,1891,,,231451,,11,16976,,65,0,,,,,24284,,257151,1997,257151,1997,,,,,156039,1956,255735,4099,
7/1/2020,SC,766,759,27,7,2854,2854,1160,0,,,351953,7780,36717,,341321,,,37919,37809,1520,0,1815,,,,48441,15471,,0,389872,9300,38532,,,,,0,389762,9292,
7/1/2020,SD,93,,2,,674,674,65,8,,,74117,793,,,,,,6826,,62,0,,,,,11605,5933,,0,93298,1216,,,,,80943,855,93298,1216,
7/1/2020,TN,609,583,5,26,2715,2715,955,50,,,,0,,,764905,,,45315,44951,1806,0,,,,,52617,28283,,0,817522,24743,,,,,,0,817522,24743,
7/1/2020,TX,2481,,57,,,,6904,0,,2155,,0,,,,,,168062,168062,8076,0,7234,2488,,,290850,87556,,0,2513377,95012,197088,12058,,,,0,2513377,95012,
7/1/2020,UT,173,,1,,1476,1476,261,32,423,84,335013,4768,,,393213,187,,22716,,499,0,,42,,39,26186,12707,,0,419399,6711,,204,,177,358654,5345,419399,6711,
7/1/2020,VA,1786,1681,23,105,6262,6262,892,59,,205,,0,,,,,95,63203,60528,416,0,4337,161,,,75141,,671918,16514,671918,16514,78642,258,,,,0,,0,
7/1/2020,VI,6,,0,,,,,0,,,2876,57,,,,,,90,,6,0,,,,,,73,,0,2966,63,,,,,2972,65,,0,
7/1/2020,VT,56,56,0,,,,17,0,,,63258,522,,,,,,1212,1212,2,0,,,,,,961,,0,78000,971,,,,,64470,524,78000,971,
7/1/2020,WA,1332,1332,12,,4361,4361,427,38,,,,0,,,,,50,35669,35664,989,0,,,,,,,695932,16148,695932,16148,,,,,557275,9055,,0,
7/1/2020,WI,793,786,9,7,3482,3482,237,36,757,77,551607,12068,,,,,,32225,29199,563,0,,,,,,23089,711741,13743,711741,13743,,,,,580806,12608,,0,
7/1/2020,WV,93,,0,,,,23,0,,5,,0,,,,,3,2932,2831,27,0,,,,,,2284,,0,171493,2407,9918,,,,,0,171493,2407,
7/1/2020,WY,20,,0,,117,117,9,0,,,32185,0,,,50091,,,1514,1203,27,0,,,,,1426,1119,,0,51517,1230,,,,,33369,0,51517,1230,
6/1/2020,AK,10,10,0,,50,50,10,0,,,,0,,,,,1,470,,7,0,,,,,,368,,0,54190,2495,,,,,,0,54190,2495,
6/1/2020,AL,646,644,15,2,1856,1856,596,12,591,,205160,5510,,,,355,,18363,18075,460,0,,,,,,9355,,0,223235,1928,,,,,223235,1928,,0,
6/1/2020,AR,133,,0,,711,711,115,0,,,125793,3531,,,,123,27,7443,7443,190,0,,,,,,5401,,0,133236,3721,,,,,,0,133236,3721,
6/1/2020,AS,0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0,
6/1/2020,AZ,917,,11,,3445,3445,968,66,,377,207947,2677,,,,,238,20123,,187,0,,,,,,,,0,314143,3481,115519,,93856,,228070,2864,314143,3481,
6/1/2020,CA,4251,,38,,,,4258,0,,1273,,0,,,,,,113006,113006,2423,0,,,,,,,,0,2012583,67735,,,,,,0,2012583,67735,
6/1/2020,CO,1458,1152,13,306,4372,4372,394,25,,,163960,3962,58311,,,,,26577,24109,199,0,4642,,,,,,218116,5096,218116,5096,62953,,,,188069,4122,,0,
6/1/2020,CT,3964,3110,20,854,13793,13793,454,1255,,,,0,,,224128,,,42743,40670,542,0,,,,,51616,7511,,0,276843,2489,,,,,,0,276843,2489,
6/1/2020,DC,468,,2,,,,302,0,,108,,0,,,,,67,8857,,56,0,,,,,,1126,47263,780,47263,780,,,,,38975,562,,0,
6/1/2020,DE,471,414,3,57,,,159,0,,,52842,1669,,,,,,9605,,107,0,,,,,11726,5353,76477,1657,76477,1657,,,,,62447,1776,,0,
6/1/2020,FL,2543,2543,9,,10494,10494,,41,,,983570,18384,,118053,1130070,,,55210,,700,0,,,5474,,77387,,1073626,24222,1073626,24222,,,123552,,1041318,19053,1210100,54450,
6/1/2020,GA,2074,,32,,8127,8127,841,181,1800,,,0,,,,,,47618,47618,632,0,,,,,42761,,,0,467729,265,91184,,,,,0,467729,265,
6/1/2020,GU,5,,0,,,,,0,,,6141,212,,,,,,175,167,2,0,2,,,,,145,,0,6316,214,85,,,,,0,6281,270,
6/1/2020,HI,17,17,0,,83,83,,0,,,47835,-6134,,,,,,652,,1,0,,,,,620,608,54104,725,54104,725,,,,,47985,0,55336,716,
6/1/2020,IA,551,,17,,,,339,0,,125,139384,2640,,17170,,,73,19697,19697,145,0,,,1869,,,11440,,0,159081,2785,,,19051,,159292,4344,,0,
6/1/2020,ID,82,62,0,20,242,242,25,0,96,3,43858,0,,,,,,2839,2578,0,0,,,,,,2248,,0,46436,0,,,,,46436,0,,0,
6/1/2020,IL,5412,5412,22,,,,3215,0,,902,,0,,,,,547,121234,121234,974,0,,,,,,,,0,918273,20014,,,,,,0,918273,20014,
6/1/2020,IN,2142,1976,8,166,5860,5860,1041,575,1255,366,231066,4094,,,,,148,34830,,256,0,,,,,35601,,,0,338510,2175,,,,,265896,4350,338510,2175,
6/1/2020,KS,217,,9,,842,842,,0,284,,85230,0,,,,124,,10011,,292,0,,,,,,,,0,95241,292,,,,,103139,8359,,0,
6/1/2020,KY,439,438,8,1,2274,2274,457,2,940,90,,0,,,,,,10046,9853,342,0,,,,,,3232,,0,215853,2267,20563,,,,,0,215853,2267,
6/1/2020,LA,2801,2690,10,111,,,661,0,,,347029,11836,,,,,86,40341,40341,425,0,,,,,,31728,,0,387370,12261,,,,,,0,387370,12261,
6/1/2020,MA,7035,6894,189,141,9952,9952,1747,129,,404,502628,6740,,,,,289,100805,97291,3840,0,,,,,125632,78108,,0,762326,12892,,,,,599919,7066,762326,12892,
6/1/2020,MD,2625,2505,29,120,8886,8886,1174,148,,479,255403,6300,,,,,,53327,53327,549,0,,,,,61245,3782,,0,351908,8772,,,,,308730,6849,351908,8772,
6/1/2020,ME,89,89,0,,284,284,52,1,,17,,0,3757,,,,10,2349,2093,24,0,218,,,,2551,1586,,0,53450,1225,3983,,,,,0,53450,1225,
6/1/2020,MI,5843,5627,25,242,,,674,0,,346,,0,,,581424,,240,63813,58417,245,0,,,,,77729,38099,,0,659153,14634,67783,,,,,0,659153,14634,
6/1/2020,MN,1060,1050,10,10,3086,3086,549,39,981,253,260739,3606,,,,,,26897,26897,575,0,,,,,,19441,287636,4181,287636,4181,,,,,,0,,0,
6/1/2020,MO,773,,1,,,,693,0,,,186381,5967,,23095,168871,,78,13327,13327,180,0,,,953,,14498,,,0,183650,0,,,24048,,199435,6055,183650,0,
6/1/2020,MP,2,,0,,,,,0,,,6312,161,,,,,,22,22,0,0,,,,,,16,,0,6334,161,,,,,,0,6334,161,
6/1/2020,MS,739,,5,,2296,2296,584,24,,146,160502,4166,,,,,97,15752,,251,0,,,,,,11203,,0,176254,4417,7740,,,,,0,176254,4417,
6/1/2020,MT,17,,0,,67,67,2,0,,,,0,,,,,,519,,4,0,,,,,,461,,0,40657,859,,,,,,0,40657,859,
6/1/2020,NC,898,898,12,,,,650,0,,,,0,,,,,,29263,29263,674,0,,,,,,,,0,412211,13931,,,,,,0,412211,13931,
6/1/2020,ND,64,,0,,169,169,35,2,,,70676,1213,2681,,,,,2621,2621,47,0,91,,,,,2078,94967,2308,94967,2308,2772,,,,70849,1130,97028,2376,
6/1/2020,NE,170,,0,,,,,0,,,89564,2327,,,105439,,,14101,,196,0,,,,,16564,,,0,122396,2250,,,,,103813,2523,122396,2250,
6/1/2020,NH,245,,0,,456,456,98,5,142,,69659,1854,,,,,,4685,,34,0,,,,,,2954,,0,82744,1506,13827,,12046,,74344,1888,82744,1506,
6/1/2020,NJ,13438,11721,26,1717,17222,17222,2466,25,,646,634682,48982,,,,,459,161278,160918,474,0,,,,,,,,0,795960,49456,,,,,,0,795600,50292,
6/1/2020,NM,362,,6,,1317,1317,191,0,,,,0,,,,,,7800,,111,0,,,,,,2888,,0,203115,3511,,,,,,0,203115,3511,
6/1/2020,NV,445,,1,,,,361,0,,87,138095,4128,,,,,40,8688,8688,95,0,,,,,,,188247,999,188247,999,,,,,146688,4227,169813,4799,
6/1/2020,NY,23959,,54,,,,3331,0,,999,,0,,,,,746,371711,,941,0,,,,,,,2113777,49952,2113777,49952,,,,,,0,,0,
6/1/2020,OH,2206,1993,51,213,6112,6112,761,63,1569,324,,0,,,,,223,35984,33501,471,0,,,,,39034,,,0,433337,11129,,,,,,0,433337,11129,
6/1/2020,OK,334,,0,,986,986,154,1,,65,186700,0,,,186700,,,6573,6573,67,0,746,,,,7291,5511,,0,193273,67,20278,,,,,0,194496,0,
6/1/2020,OR,153,,0,,786,786,117,8,,33,124958,2348,,,173457,,17,4243,,58,0,,,,,11743,2152,,0,185200,3694,,,,,129093,2400,185200,3694,
6/1/2020,PA,5567,,12,,,,1302,0,,,389431,6320,,,,,287,72898,70278,352,0,616,,,,,48428,528521,8417,528521,8417,,,,,459709,12563,,0,
6/1/2020,PR,136,63,0,73,,,99,0,,9,60422,0,,,59701,,4,1304,1304,0,0,2569,,,,1952,,,0,61726,0,,,,,,0,61702,0,
6/1/2020,RI,720,,2,,1724,1724,195,23,,46,100112,1322,,,146504,,29,15087,,99,0,,,,,20124,,165474,1826,165474,1826,,,,,115199,1421,166628,2936,
6/1/2020,SC,500,500,6,,1634,1634,450,0,,,192540,4185,,,192540,,,12148,12148,287,0,,,,,18286,6459,,0,204688,4472,,,,,,0,210826,4579,
6/1/2020,SD,62,,0,,435,435,87,3,,,40627,1492,,,,,,5034,,41,0,,,,,6615,3903,,0,50298,1584,,,,,45661,1533,50298,1584,
6/1/2020,TN,367,367,3,,1767,1767,504,17,,,,0,,,424939,,,23554,23554,548,0,,,,,23554,15564,,0,448493,12516,,,,,,0,448493,12516,
6/1/2020,TX,1678,,6,,,,1756,0,,762,,0,,,,,,64880,64880,593,0,4080,12,,,88332,43338,,0,1172029,15911,103460,185,,,,0,1172029,15911,
6/1/2020,UT,113,,0,,789,789,134,14,242,,209953,2774,,,236035,102,,9999,,202,0,,,,,11482,6251,,0,247517,3708,,,,,220147,2936,247517,3708,
6/1/2020,VA,1392,1282,17,110,4694,4694,1371,51,,347,,0,,,,,188,45398,43247,791,0,2668,41,,,54481,,361797,7958,361797,7958,44694,133,,,,0,,0,
6/1/2020,VI,6,,0,,,,,0,,,1741,108,,,,,,70,,1,0,,,,,,62,,0,1811,109,,,,,1815,94,,0,
6/1/2020,VT,55,55,0,,,,16,0,,,34032,1285,,,,,,985,985,4,0,,,,,,880,,0,40736,1455,,,,,35017,1289,40736,1455,
6/1/2020,WA,1118,1118,0,,3501,3501,497,21,,,,0,,,,,52,22860,22860,149,0,,,,,,,391905,8023,391905,8023,,,,,344050,6198,,0,
6/1/2020,WI,595,595,3,,2603,2603,403,20,586,136,253595,3492,,,,,,20736,18543,172,0,,,,,,11838,353637,11441,353637,11441,,,,,272138,3632,,0,
6/1/2020,WV,75,,0,,,,31,0,,11,,0,,,,,4,2017,1593,7,0,,,,,,1313,,0,97075,778,5650,,,,,0,97075,778,
6/1/2020,WY,17,,1,,86,86,8,1,,,24237,747,,,27368,,,910,700,7,0,,,,,867,667,,0,28235,810,,,,,,0,28235,810,
5/1/2020,AK,9,,0,,39,39,25,1,,,,0,,,,,,364,,9,0,,,,,,254,,0,20325,1206,,,,,,0,20325,1206,
5/1/2020,AL,279,,10,,1008,1008,495,30,335,,84775,4598,,,,195,,7158,7158,139,0,,,,,,,,0,91933,4737,,,,,91933,4737,,0,
5/1/2020,AR,64,,3,,414,414,95,12,,,46355,1231,,,,85,23,3321,3321,66,0,,,,,,1973,,0,49676,1297,,,,,,0,49676,1297,
5/1/2020,AS,0,,0,,,,,0,,,57,54,,,,,,0,0,0,0,,,,,,,,0,57,54,,,,,,0,57,54,
5/1/2020,AZ,330,,10,,1986,1986,709,49,,311,66917,2779,,,,,187,7962,,314,0,,,,,,,,0,97494,4105,7495,,,,74879,3093,97494,4105,
5/1/2020,CA,2073,,91,,,,4706,0,,1434,,0,,,,,,50442,50442,1525,0,,,,,,,,0,654985,29648,,,,,,0,654985,29648,
5/1/2020,CO,820,,43,,2747,2747,931,50,,,61181,4075,,,,,,15768,14078,484,0,,,,,,,84507,3336,84507,3336,,,,,75259,2869,,0,
5/1/2020,CT,2339,,82,,7758,7758,1592,7758,,,,0,,,76615,,,28764,,1064,0,,,,,34308,4346,,0,111297,3561,,,,,,0,111297,3561,
5/1/2020,DC,231,,7,,,,,0,,,,0,,,,,,4658,,335,0,,,,,,666,21135,1056,21135,1056,,,,,,0,,0,
5/1/2020,DE,222,197,12,25,,,281,0,,,17667,581,,,,,,4918,,184,0,,,,,6528,1403,31575,743,31575,743,,,,,,0,,0,
5/1/2020,FL,1314,,24,,5795,5795,,0,,,367971,19256,,,,,,33506,,977,0,,,,,,,396464,18225,396464,18225,,,,,,0,,0,
5/1/2020,GA,1154,,34,,5269,5269,1500,113,1215,,,0,,,,,,27270,27270,1115,0,,,,,23434,,,0,166062,4881,,,,,,0,166062,4881,
5/1/2020,GU,5,,0,,,,,0,,,2859,897,,,,,,146,142,0,0,,,,,,131,,0,3005,897,,,,,,0,,0,
5/1/2020,HI,16,16,0,,70,70,,1,,,30476,449,,,,,,618,,5,0,,,,,571,526,32373,736,32373,736,,,,,,0,,0,
5/1/2020,IA,170,,8,,,,345,0,,121,37708,2186,,,,,91,7884,7884,739,0,,,,,,2899,,0,45592,2925,,,,,,0,,0,
5/1/2020,ID,63,,3,,178,178,28,3,75,,27210,348,,,,,,2015,1860,31,0,,,,,,1175,,0,29070,377,,,,,29070,377,,0,
5/1/2020,IL,2457,,102,,,,4900,0,,1263,,0,,,,,777,56055,56055,3137,0,,,,,,,,0,284688,14821,,,,,,0,284688,14821,
5/1/2020,IN,1175,,61,,,,1431,0,,514,81009,3846,,,,,257,18630,,795,0,,,,,19297,,,0,134209,6836,,,,,,0,134209,6836,
5/1/2020,KS,130,,1,,534,534,,11,206,,28585,1197,,,,96,,4449,,211,0,,,,,,,,0,33034,1408,,,,,,0,,0,
5/1/2020,KY,240,,5,,1375,1375,330,16,642,178,,0,,,,,,4708,4707,169,0,,,,,,1675,,0,56611,2510,,,,,,0,56611,2510,
5/1/2020,LA,1970,1927,65,43,,,1607,0,,,139540,6232,,,,,230,28711,28711,710,0,,,,,,17303,,0,168251,6942,,,,,,0,,0,
5/1/2020,MA,3716,,154,,6169,6169,3716,227,,947,225325,11883,,,,,,64311,64311,2106,0,,,,,80037,,,0,371021,17290,,,,,,0,371021,17290,
5/1/2020,MD,1276,1214,50,62,4718,4718,1668,159,,568,97511,4894,,,,,,23472,23472,1730,0,,,,,27477,1517,,0,123603,5278,,,,,,0,123603,5278,
5/1/2020,ME,55,,2,,177,177,37,7,,17,,0,,,,,9,1123,1123,28,0,,,,,1384,657,,0,26004,542,,,,,,0,26004,542,
5/1/2020,MI,4520,4376,86,203,,,2319,0,,966,,0,,,178807,,760,48240,46072,735,0,,,,,53721,8342,,0,232528,10950,,,,,,0,232528,10950,
5/1/2020,MN,371,,28,,1096,1096,369,52,380,118,77214,3865,,,,,,8736,8736,620,0,,,,,,1911,85950,4485,85950,4485,,,,,,0,,0,
5/1/2020,MO,337,,8,,,,883,0,,,74590,1465,,1453,79260,,137,7835,7835,273,0,,,70,,9578,,,0,88989,4919,,,1524,,,0,88989,4919,
5/1/2020,MP,2,,0,,,,,0,,,749,164,,,,,,14,14,0,0,,,,,,12,,0,763,164,,,,,,0,,0,
5/1/2020,MS,281,,20,,1226,1226,651,51,,160,64336,4811,,,,,75,7212,,397,0,,,,,,3413,,0,71548,5208,,,,,,0,,0,
5/1/2020,MT,16,,0,,61,61,5,0,,,,0,,,,,,453,,0,0,,,,,,397,,0,14203,289,,,,,,0,14203,289,
5/1/2020,NC,399,,21,,,,547,0,,,,0,,,,,,10923,10923,414,0,,,,,,,,0,145996,6598,,,,,,0,145996,6598,
5/1/2020,ND,23,,4,,86,86,27,1,,,28418,2025,,,,,,1107,1107,40,0,,,,,,482,31092,2089,31092,2089,,,,,28341,1988,31566,2127,
5/1/2020,NE,70,,2,,,,,0,,,23104,1567,,,25834,,,4281,,497,0,,,,,4770,,,0,30799,2672,,,,,27577,2079,30799,2672,
5/1/2020,NH,81,,9,,270,270,103,8,,,22039,2136,,,,,,2310,,164,0,,,,,,980,,0,26262,1120,1047,,,,,0,26262,1120,
5/1/2020,NJ,9000,7538,336,1462,,,5972,0,,1724,135355,6089,,,,,1286,121190,121190,2538,0,,,,,,,,0,256545,8627,,,,,256545,8627,,0,
5/1/2020,NM,131,,8,,587,587,159,51,,,,0,,,,,,3513,,102,0,,,,,,785,,0,71118,3249,,,,,,0,71118,3249,
5/1/2020,NV,277,,8,,,,,0,,,38368,1380,,,,,,5227,5227,229,0,,,,,,,50472,1544,50472,1544,,,,,,0,53984,2223,
5/1/2020,NY,18610,,289,,,,10993,0,,3640,,0,,,,,,308314,,3942,0,,,,,,,927438,26802,927438,26802,,,,,,0,,0,
5/1/2020,OH,1002,922,27,80,3634,3634,,101,1056,,,0,,,,,,18743,17962,716,0,,,,,19716,,,0,143887,6003,,,,,,0,143887,6003,
5/1/2020,OK,230,,8,,715,715,255,12,,113,59804,0,,,62714,,,3748,3748,130,0,,,,,4032,2467,,0,63552,130,,,,,,0,66866,3087,
5/1/2020,OR,103,,2,,578,578,243,9,,65,53522,1496,,,63789,,28,2510,,64,0,,,,,7057,,,0,70846,2793,,,,,,0,70846,2793,
5/1/2020,PA,2354,,62,,,,2683,0,,,180477,4875,,,,,590,46971,,1208,0,,,,,,,243945,7027,243945,7027,,,,,227448,6083,,0,
5/1/2020,PR,92,51,0,,,,200,0,,,9313,0,,,,,,964,964,9,0,611,,,,,,,0,10277,9,,,,,,0,,0,
5/1/2020,RI,279,,13,,937,937,352,41,,76,52328,2228,,,62780,,51,9333,,317,0,,,,,10493,,69551,3201,69551,3201,,,,,61661,2545,73273,3546,
5/1/2020,SC,256,,12,,1110,1110,,110,,,53121,2704,,,,,,6258,6258,163,0,,,,,,3622,,0,59379,2867,,,,,,0,59379,2867,
5/1/2020,SD,21,,4,,179,179,69,6,,,14838,259,,,,,,2525,,76,0,,,,,3339,1686,,0,18446,521,,,,,17363,335,18446,521,
5/1/2020,TN,204,,5,,1113,1113,529,68,,,,0,,,174241,,,11891,11891,1156,0,,,,,11891,5546,,0,186132,8506,,,,,,0,186132,8506,
5/1/2020,TX,816,,34,,,,1778,0,,711,,0,,,,,,29229,29229,1142,0,,,,,39084,14122,,0,407048,20039,,,,,,0,407048,20039,
5/1/2020,UT,46,,0,,403,403,,13,,,111939,3154,,,117697,,,4828,,156,0,,,,,5305,2062,,0,123002,3763,,,,,116826,3301,123002,3763,
5/1/2020,VA,581,572,29,9,2322,2322,1431,63,,366,,0,,,,,193,16901,16109,1055,0,303,13,,,21476,,118355,5440,118355,5440,5774,44,,,,0,,0,
